Chemical	Term	GOID	Bonferroni
C98730042	negative regulation of apoptotic process	GO:0043066	1.107037720977586e-15
C98730042	cellular response to DNA damage stimulus	GO:0006974	1.937661427612639e-15
C98730042	negative regulation of transcription, DNA-templated	GO:0045892	1.4734879982825078e-12
C98730042	viral process	GO:0016032	5.214042531065388e-10
C98730042	cell cycle arrest	GO:0007050	2.113402786108054e-09
C98730042	transcription, DNA-templated	GO:0006351	3.833384276674678e-09
C98730042	negative regulation of cell proliferation	GO:0008285	8.20690715386263e-09
C98730042	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	2.9888440611358646e-08
C98730042	positive regulation of gene expression	GO:0010628	8.327374978467361e-08
C98730042	cellular response to hypoxia	GO:0071456	1.3002373000503553e-07
C98730042	cellular response to hydrogen peroxide	GO:0070301	3.9434004284188967e-07
C98730042	positive regulation by host of viral transcription	GO:0043923	5.760387067343943e-07
C98730042	cellular lipid metabolic process	GO:0044255	6.982413035538926e-07
C98730042	protein phosphorylation	GO:0006468	7.928581073901597e-07
C98730042	apoptotic process	GO:0006915	4.719751112824967e-06
C98730042	protein stabilization	GO:0050821	5.676564414414109e-06
C98730042	stimulatory C-type lectin receptor signaling pathway	GO:0002223	6.230681013796867e-06
C98730042	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	7.183633412011225e-06
C98730042	circadian regulation of gene expression	GO:0032922	1.0998536639328373e-05
C98730042	transcription initiation from RNA polymerase II promoter	GO:0006367	1.836883396288957e-05
C98730042	peptidyl-serine phosphorylation	GO:0018105	3.406426818131081e-05
C98730042	beta-catenin-TCF complex assembly	GO:1904837	3.504263715881084e-05
C98730042	intrinsic apoptotic signaling pathway in response to DNA damage	GO:0008630	6.68244466199841e-05
C98730042	response to gamma radiation	GO:0010332	0.00012811918585553528
C98730042	positive regulation of fibroblast proliferation	GO:0048146	0.00018068760463063605
C98730042	DNA damage induced protein phosphorylation	GO:0006975	0.00030087072123197167
C98730042	response to drug	GO:0042493	0.00041803075144586366
C98730042	peptidyl-threonine phosphorylation	GO:0018107	0.0004614370757003439
C98730042	response to hypoxia	GO:0001666	0.0006969913779547587
C98730042	regulation of transcription from RNA polymerase II promoter	GO:0006357	0.0008897618456035207
C98730042	positive regulation of neuron apoptotic process	GO:0043525	0.0009899978348185678
C98730042	snRNA transcription from RNA polymerase II promoter	GO:0042795	0.0011143258272287015
C98730042	DNA repair	GO:0006281	0.0015531861819227946
C98730042	regulation of cellular response to heat	GO:1900034	0.0017917797861537466
C98730042	replicative senescence	GO:0090399	0.0020799220442954125
C98730042	cellular response to insulin stimulus	GO:0032869	0.00214555337976563
C98730042	regulation of transcription, DNA-templated	GO:0006355	0.0024651952259273635
C98730042	regulation of autophagy	GO:0010506	0.002477365429052636
C98730042	positive regulation of apoptotic process	GO:0043065	0.0025361639651805268
C98730042	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	GO:1900740	0.0036876642446983525
C98730042	negative regulation of cell growth	GO:0030308	0.004114860724675706
C98730042	chromatin remodeling	GO:0006338	0.004545278521529528
C98730042	regulation of apoptotic process	GO:0042981	0.004886096797548922
C98730042	regulation of cell cycle	GO:0051726	0.004945488998148506
C98730042	cell cycle	GO:0007049	0.005769263280216319
C98730042	transforming growth factor beta receptor signaling pathway	GO:0007179	0.007148649004028341
C98730042	response to muscle stretch	GO:0035994	0.007462660062804383
C98730042	positive regulation of cell proliferation	GO:0008284	0.009335087499914851
C133062	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.6516653936422605e-27
C133062	positive regulation of transcription, DNA-templated	GO:0045893	1.3162544904701806e-22
C133062	negative regulation of apoptotic process	GO:0043066	4.722631029556224e-14
C133062	viral process	GO:0016032	2.3700619244948484e-10
C133062	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	2.628240958202355e-09
C133062	transcription from RNA polymerase II promoter	GO:0006366	6.477161029749824e-09
C133062	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	GO:1900740	3.293845896035208e-08
C133062	response to drug	GO:0042493	3.9691946951414536e-08
C133062	apoptotic process	GO:0006915	4.589407687216607e-08
C133062	regulation of sequence-specific DNA binding transcription factor activity	GO:0051090	4.3831466245425327e-07
C133062	positive regulation of neuron apoptotic process	GO:0043525	7.590238181309772e-07
C133062	negative regulation of transcription, DNA-templated	GO:0045892	1.7088795153386014e-06
C133062	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	2.0753355501890165e-06
C133062	regulation of cellular response to heat	GO:1900034	3.456062403262017e-06
C133062	positive regulation of ERK1 and ERK2 cascade	GO:0070374	4.3389232345925075e-06
C133062	cell cycle arrest	GO:0007050	5.380047708447577e-06
C133062	peptidyl-serine phosphorylation	GO:0018105	2.2981706287117373e-05
C133062	thymus development	GO:0048538	2.6595803892859315e-05
C133062	positive regulation of cell proliferation	GO:0008284	2.7253240297953063e-05
C133062	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	3.786375060199632e-05
C133062	negative regulation of neuron apoptotic process	GO:0043524	3.887962626081265e-05
C133062	positive regulation of peptidyl-serine phosphorylation	GO:0033138	4.2511845142589884e-05
C133062	positive regulation of gene expression	GO:0010628	4.503918782361449e-05
C133062	intrinsic apoptotic signaling pathway in response to DNA damage	GO:0008630	5.076991587305013e-05
C133062	negative regulation of cell proliferation	GO:0008285	0.000128095566112707
C133062	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	GO:0070059	0.00015098240778599337
C133062	protein destabilization	GO:0031648	0.00021885286116785083
C133062	cellular response to DNA damage stimulus	GO:0006974	0.00030341964234714686
C133062	signal transduction	GO:0007165	0.0003158201378661296
C133062	protein stabilization	GO:0050821	0.0006546923219461487
C133062	Fc-epsilon receptor signaling pathway	GO:0038095	0.0006548455630887018
C133062	regulation of protein stability	GO:0031647	0.0008517986409798395
C133062	regulation of cell proliferation	GO:0042127	0.0009351469335827645
C133062	regulation of Golgi inheritance	GO:0090170	0.002295907906232131
C133062	response to cytokine	GO:0034097	0.002498560915486725
C133062	negative regulation of cell growth	GO:0030308	0.0030457447153103834
C133062	rhythmic process	GO:0048511	0.003134281486811385
C133062	positive regulation of fibroblast proliferation	GO:0048146	0.003134281486811385
C133062	regulation of signal transduction by p53 class mediator	GO:1901796	0.0036638433262984327
C133062	membrane organization	GO:0061024	0.004270295165835325
C133062	cellular response to hydrogen peroxide	GO:0070301	0.0043296424609534645
C133062	positive regulation of protein phosphorylation	GO:0001934	0.004385324820366797
C133062	protein phosphorylation	GO:0006468	0.004451203286942373
C133062	response to muscle stretch	GO:0035994	0.006448424079073201
C133062	negative regulation of gene expression	GO:0010629	0.007721837180788116
C133062	Wnt signaling pathway	GO:0016055	0.009282705219800123
C147240	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.2290149532871965e-23
C147240	negative regulation of apoptotic process	GO:0043066	7.227992190362013e-21
C147240	positive regulation of transcription, DNA-templated	GO:0045893	4.859131701928547e-19
C147240	viral process	GO:0016032	1.6723085780133154e-17
C147240	response to drug	GO:0042493	4.518644847938297e-15
C147240	platelet activation	GO:0030168	1.1506129382610196e-11
C147240	negative regulation of transcription, DNA-templated	GO:0045892	1.225652912495434e-11
C147240	regulation of signal transduction by p53 class mediator	GO:1901796	3.902078660189545e-11
C147240	apoptotic process	GO:0006915	4.127198582892788e-11
C147240	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	4.71251038192122e-10
C147240	protein phosphorylation	GO:0006468	7.038749583188063e-10
C147240	peptidyl-serine phosphorylation	GO:0018105	7.964242598745842e-10
C147240	intracellular signal transduction	GO:0035556	3.015606431233664e-09
C147240	rhythmic process	GO:0048511	3.094898670674695e-09
C147240	transcription from RNA polymerase II promoter	GO:0006366	6.273766872677555e-08
C147240	Fc-epsilon receptor signaling pathway	GO:0038095	1.395533311132624e-07
C147240	positive regulation of protein phosphorylation	GO:0001934	2.439854427382926e-07
C147240	beta-catenin-TCF complex assembly	GO:1904837	2.789490589627519e-07
C147240	response to toxic substance	GO:0009636	5.446477389092763e-07
C147240	intrinsic apoptotic signaling pathway in response to DNA damage	GO:0008630	6.539076268241573e-07
C147240	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	1.1673466717709855e-06
C147240	cell proliferation	GO:0008283	1.564502947304369e-06
C147240	regulation of apoptotic process	GO:0042981	1.7512866387070503e-06
C147240	regulation of cellular response to heat	GO:1900034	2.7187836196818083e-06
C147240	Wnt signaling pathway	GO:0016055	2.9877071102690778e-06
C147240	positive regulation of gene expression	GO:0010628	3.7315371063106895e-06
C147240	regulation of sequence-specific DNA binding transcription factor activity	GO:0051090	3.731997099576389e-06
C147240	stimulatory C-type lectin receptor signaling pathway	GO:0002223	5.46104398313485e-06
C147240	protein stabilization	GO:0050821	7.3241238083276974e-06
C147240	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	8.688641030429878e-06
C147240	protein autophosphorylation	GO:0046777	1.0586647334887013e-05
C147240	T cell receptor signaling pathway	GO:0050852	1.9219984572549365e-05
C147240	negative regulation of cell proliferation	GO:0008285	3.620806836246437e-05
C147240	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	7.748081262082263e-05
C147240	circadian regulation of gene expression	GO:0032922	8.641062998115956e-05
C147240	cellular response to hydrogen peroxide	GO:0070301	8.641062998115956e-05
C147240	peptidyl-threonine phosphorylation	GO:0018107	8.890816744588914e-05
C147240	canonical Wnt signaling pathway	GO:0060070	0.00012006120192076253
C147240	cell cycle arrest	GO:0007050	0.0001225012000493075
C147240	positive regulation of cell migration	GO:0030335	0.00021821937442878522
C147240	behavioral response to cocaine	GO:0048148	0.00022486086664452729
C147240	signal transduction	GO:0007165	0.0002437409118268841
C147240	cellular response to UV	GO:0034644	0.0002581169407775974
C147240	transforming growth factor beta receptor signaling pathway	GO:0007179	0.0002963921939073133
C147240	positive regulation of cell proliferation	GO:0008284	0.0004232153696250851
C147240	regulation of protein stability	GO:0031647	0.0004475537129992047
C147240	Fc-gamma receptor signaling pathway involved in phagocytosis	GO:0038096	0.00046178632403071074
C147240	response to muscle stretch	GO:0035994	0.0004835161349322492
C147240	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	GO:0006978	0.0004835161349322492
C147240	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	GO:1900740	0.0005149794868816171
C147240	regulation of circadian rhythm	GO:0042752	0.0005573295998259066
C147240	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	GO:0042771	0.0006338532556743326
C147240	positive regulation of type I interferon production	GO:0032481	0.0007399659489716326
C147240	positive regulation of epithelial to mesenchymal transition	GO:0010718	0.0009394119079609852
C147240	positive regulation of ERK1 and ERK2 cascade	GO:0070374	0.001098508662242259
C147240	positive regulation of blood vessel endothelial cell migration	GO:0043536	0.0012591303916650312
C147240	cell cycle	GO:0007049	0.0012992917908990489
C147240	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	0.0016664433041995164
C147240	regulation of cell proliferation	GO:0042127	0.0019243311438650323
C147240	chromatin remodeling	GO:0006338	0.0022281997119114605
C147240	negative regulation of neuron death	GO:1901215	0.003088883346604065
C147240	negative regulation of cell growth	GO:0030308	0.003090221320350861
C147240	regulation of cell cycle	GO:0051726	0.0037930259455142283
C147240	aging	GO:0007568	0.005159874337647863
C147240	cellular response to DNA damage stimulus	GO:0006974	0.006018299901095482
