Q8TBF5	PIGX
P23769	GATA2
P0DJI8	SAA1
Q5VUJ5	AGAP7P
Q6AI39	GLTSCR1L
Q92743	HTRA1
Q92966	SNAPC3
Q5JWR5	DOPEY1
Q9H741	C12orf49
Q86U28	ISCA2
Q92748	THRSP
Q14814	MEF2D
Q5VUJ9	EFCAB2
Q92968	PEX13
Q9H511	KLHL31
Q9NPJ8	NXT2
Q99954	SMR3A
Q99956	DUSP9
Q8TC36	SUN5
Q99952	PTPN18
Q9NPJ1	MKKS
P87889	ERVK-10
Q9NPJ3	ACOT13
Q99959	PKP2
Q99958	FOXC2
Q9NPJ6	MED4
Q9UI36	DACH1
Q04656	ATP7A
Q9UI32	GLS2
Q9UI30	TRMT112
Q8IWV7	UBR1
Q96CW9	NTNG2
Q9NQ39	RPS10P5
P22223	CDH3
Q9UI38	PRSS50
Q6UWP7	LCLAT1
Q7L5D6	GET4
Q96JK2	DCAF5
P0DME0	SETSIP
Q6UWP2	DHRS11
O14520	AQP7
Q96JK9	MAML3
P18146	EGR1
Q9UGF7	OR12D3
Q04837	SSBP1
Q9UGF5	OR14J1
Q7Z6K3	PTAR1
O75690	KRTAP5-8
O14522	PTPRT
Q14258	TRIM25
O75694	NUP155
O75695	RP2
P0C5Y9	H2AFB1
Q14254	FLOT2
Q5VTR2	RNF20
Q8IU89	CERS3
Q02388	COL7A1
P27338	MAOB
Q8TC57	M1AP
P19438	TNFRSF1A
Q02386	ZNF45
Q8IU80	TMPRSS6
A6NK97	SLC22A20
Q8IU85	CAMK1D
Q02383	SEMG2
P0CL83	STAG3L1
Q9BYC2	OXCT2
Q9UIX4	KCNG1
P0CL80	GAGE12F
Q8N6S4	ANKRD13C
Q8N6S5	ARL6IP6
Q9NVH1	DNAJC11
Q68CP9	ARID2
Q9Y6B7	AP4B1
P30304	CDC25A
Q6ZWJ1	STXBP4
Q9H3U7	SMOC2
Q6UUV7	CRTC3
Q9H3U1	UNC45A
Q14781	CBX2
Q96LU5	IMMP1L
P49189	ALDH9A1
Q6UUV9	CRTC1
Q8N5U6	RNF10
Q2VIQ3	KIF4B
P46059	SLC15A1
Q14789	GOLGB1
Q86YC3	NRROS
Q86YC2	PALB2
O94941	UBOX5
Q92953	KCNB2
P37275	ZEB1
P30301	MIP
Q6ZQR2	CFAP77
O94989	ARHGEF15
P53567	CEBPG
O14907	TAX1BP3
O14905	WNT9B
O14904	WNT9A
Q9NUQ8	ABCF3
Q92956	TNFRSF14
O14901	KLF11
Q5RGS3	FAM74A1
Q9NUQ6	SPATS2L
Q9NUQ7	UFSP2
Q13330	MTA1
O43379	WDR62
Q9NUQ2	AGPAT5
O14908	GIPC1
P41439	FOLR3
Q9HC35	EML4
Q9GZQ4	NMUR2
Q9GZQ6	NPFFR1
Q9GZQ8	MAP1LC3B
P15090	FABP4
Q9HBJ8	TMEM27
Q9H6U8	ALG9
Q96FH0	BORCS8
O75037	KIF21B
P49458	SRP9
P49459	UBE2A
Q7Z7C7	STRA8
O75030	MITF
O75031	HSF2BP
Q9ULX3	NOB1
P49450	CENPA
Q9ULX7	CA14
Q9ULX6	AKAP8L
P49454	CENPF
Q86Y82	STX12
Q8IZI9	IFNL3
Q6ZNE9	RUFY4
O60216	RAD21
O60218	AKR1B10
Q9NQZ5	STARD7
O15033	AREL1
Q8N1S5	SLC39A11
P32745	SSTR3
Q13336	SLC14A1
O15034	RIMBP2
Q3SY46	KRTAP13-3
A6ND48	OR14I1
A6NIJ9	OR6C70
Q9UNF1	MAGED2
Q9UNF0	PACSIN2
Q6NXR4	TTI2
Q13416	ORC2
Q13415	ORC1
Q7Z2W7	TRPM8
Q13410	BTN1A1
Q7Z2W4	ZC3HAV1
Q7Z2W9	MRPL21
Q5VW32	BROX
Q13418	ILK
P14410	SI
P11171	EPB41
P11172	UMPS
Q53QV2	LBH
P14415	ATP1B2
P14416	DRD2
P11177	PDHB
P63218	GNG5
Q9NZP8	C1RL
P20963	CD247
Q8IXQ5	KLHL7
A8MQT2	GOLGA8B
Q8IXQ4	GPALPP1
Q00987	MDM2
P01876	IGHA1
P01877	IGHA2
P01871	IGHM
Q68J44	DUPD1
Q2T9L4	C15orf59
Q9BUR5	APOO
Q7L804	RAB11FIP2
Q8NHS2	GOT1L1
Q8NHS3	MFSD8
Q8NHS0	DNAJB8
Q8NHS1	CLDND2
P23582	NPPC
Q6L8H1	KRTAP5-4
Q7Z589	EMSY
Q6TFL4	KLHL24
Q6AZY7	SCARA3
Q8NHS9	SPATA22
Q13571	LAPTM5
O95707	POP4
O95704	APBB3
Q13572	ITPK1
P47872	SCTR
Q8NE79	BVES
P47871	GCGR
Q5T6C5	ATXN7L2
P47874	OMP
Q5T764	IFIT1B
Q8NE71	ABCF1
Q9BWM7	SFXN3
Q9BWM5	ZNF416
Q9P031	CCDC59
O00237	RNF103
O00230	CORT
O00231	PSMD11
O00232	PSMD12
Q9UKB3	DNAJC12
P05023	ATP1A1
Q8IXQ9	ETFBKMT
O00238	BMPR1B
A6NHX0	GATSL2
Q8IXQ8	PDZD9
Q9P032	NDUFAF4
A8MYJ7	TTC34
Q9H3M7	TXNIP
P01912	HLA-DRB1
P01911	HLA-DRB1
Q13349	ITGAD
P55327	TPD52
Q9BXY4	RSPO3
Q5VW36	FOCAD
Q6RVD6	SPATA8
P48668	KRT6C
Q86YQ8	CPNE8
P48664	SLC1A6
P18505	GABRB1
Q8NH42	OR4K13
Q9BSW2	CRACR2A
Q9BYJ1	ALOXE3
Q9BYJ0	FGFBP2
Q8TBA6	GOLGA5
Q8TC59	PIWIL2
Q9BYJ4	TRIM34
Q9BYJ9	YTHDF1
Q5H9K5	ZMAT1
Q9NV12	TMEM140
Q6IEE8	SLFN12L
Q96AP7	ESAM
P31040	SDHA
Q96ST2	IWS1
Q4ZJI4	SLC9B1
P31513	FMO3
Q9BSW7	SYT17
Q6UWW0	LCN15
O15287	FANCG
O95379	TNFAIP8
Q6ZVM7	TOM1L2
O95373	IPO7
O95372	LYPLA2
O95371	OR2C1
Q9UQ52	CNTN6
O95377	GJB5
O95376	ARIH2
Q9BV40	VAMP8
Q9Y653	ADGRG1
Q9Y651	SOX21
Q6XE24	RBMS3
Q9Y657	SPIN1
Q9BV47	DUSP26
Q86UD3	MARCH3
Q86UD0	SAPCD2
Q86UD1	OAF
Q86UD7	TBC1D26
Q86UD4	ZNF329
Q86UD5	SLC9B2
Q12959	DLG1
Q9NXW9	ALKBH4
Q9C073	FAM117A
Q9C075	KRT23
Q9NQM4	PIH1D3
Q12951	FOXI1
Q12952	FOXL1
Q6UWW8	CES3
P62851	RPS25
Q9UIE0	ZNF230
P18621	RPL17
Q96JH7	VCPIP1
P18627	LAG3
P62854	RPS26
P62857	RPS28
Q8N6N3	C1orf52
Q8N6N2	TTC9B
Q96CV9	OPTN
Q4ADV7	RIC1
Q9P260	KIAA1468
Q8N6N6	NATD1
P25874	UCP1
Q3ZCX4	ZNF568
Q86WV6	TMEM173
P51805	PLXNA3
Q969N2	PIGT
Q92886	NEUROG1
P51801	CLCNKB
Q7Z4B0	LINC00305
Q86WV1	SKAP1
P09210	GSTA2
P09211	GSTP1
Q92888	ARHGEF1
Q92889	ERCC4
P51808	DYNLT3
P51809	VAMP7
A6NC98	CCDC88B
Q9Y6X5	ENPP4
Q9Y6X4	FAM169A
Q9BZX2	UCK2
Q9Y6X6	MYO16
Q8TAA3	PSMA8
Q9Y6X0	SETBP1
Q9Y6X3	MAU2
Q9Y6X2	PIAS3
Q9Y6X9	MORC2
Q9Y6X8	ZHX2
Q8TAA9	VANGL1
O75151	PHF2
Q5JRX3	PITRM1
P57679	EVC
P57678	GEMIN4
P02792	FTL
Q3SXM0	DCAF4L1
P02795	MT2A
P46098	HTR3A
P04083	ANXA1
P04080	CSTB
P53778	MAPK12
P53779	MAPK10
P04085	PDGFA
Q9UKW4	VAV3
O95954	FTCD
Q9GZL7	WDR12
Q9Y221	NIP7
P46459	NSF
P01266	TG
P35613	BSG
P35612	ADD2
P35611	ADD1
Q29836	HLA-B
P00797	REN
Q8N815	CNTD1
Q86TJ5	ZNF554
Q5VV67	PPRC1
P0C870	JMJD7
P35348	ADRA1A
Q6YHK3	CD109
Q86TJ2	TADA2B
O76095	JTB
Q8NFT8	DNER
O76096	CST7
P12644	BMP4
O76090	BEST1
O76093	FGF18
P61129	ZC3H6
Q6P1N0	CC2D1A
Q14264	ERV3-1
Q6ICC9	LDOC1L
Q8NFT2	STEAP2
Q6WBX8	RAD9B
Q8NFT6	DBF4B
P27658	COL8A1
Q6F5E8	CARMIL2
P32969	RPL9P7
Q0P6D6	CCDC15
Q5JTV8	TOR1AIP1
Q9HAR2	ADGRL3
A4FU01	MTMR11
Q8N9N7	LRRC57
Q92556	ELMO1
Q9Y228	TRAF3IP3
Q7L8A9	VASH1
Q92551	IP6K1
Q92552	MRPS27
Q5JT25	RAB41
Q7KZF4	SND1
Q96MG2	JSRP1
Q92558	WASF1
P27348	YWHAQ
Q9BU02	THTPA
P23327	HRC
O75208	COQ9
Q5T7N3	KANK4
Q5T7N2	L1TD1
O75204	TMEM127
O00750	PIK3C2B
Q9BYP9	KRTAP9-9
P30838	ALDH3A1
P49770	EIF2B2
Q9HAW8	UGT1A10
Q9HAW9	UGT1A8
Q9HAW4	CLSPN
Q9HAW7	UGT1A7
Q9HAW0	BRF2
Q92819	HAS2
Q9BQ66	KRTAP4-12
P30837	ALDH1B1
Q14155	ARHGEF7
P28161	GSTM2
Q6PJG6	BRAT1
Q3KRA6	C2orf76
Q8N766	EMC1
Q6PJG9	LRFN4
Q8N816	TMEM99
Q09666	AHNAK
Q8N812	C12orf76
Q7LBC6	KDM3B
Q14442	PIGH
Q1MSJ5	CSPP1
Q14444	CAPRIN1
Q9P2R7	SUCLA2
Q8WU68	U2AF1L4
Q8WU67	ABHD3
Q14449	GRB14
Q5VZQ5	TEX36
P25490	YY1
Q9H269	VPS16
P63027	VAMP2
P14625	HSP90B1
Q8NET1	DEFB108B
Q9Y3P4	RHBDD3
P14621	ACYP2
Q8NET5	NFAM1
Q9Y3P8	SIT1
O15522	NKX2-8
Q8NET8	TRPV3
Q8TEE9	SAP25
Q53T94	TAF1B
Q9UH90	FBXO40
Q9UH92	MLX
Q8N109	KIR2DL5A
O43583	DENR
Q8NET6	CHST13
O43581	SYT7
Q96S86	HAPLN3
O43586	PSTPIP1
Q8N104	DEFB106A
O95571	ETHE1
O95573	ACSL3
Q5VU65	NUP210L
Q9H5Y7	SLITRK6
Q8N2W9	PIAS4
Q96BQ3	TRIM43
Q96BQ1	FAM3D
Q9UPZ3	HPS5
A2VDJ0	KIAA0922
Q8WUM0	NUP133
Q99567	NUP88
Q9BQB4	SOST
Q9BQB6	VKORC1
Q70Z35	PREX2
Q86X45	LRRC6
P59942	MCCD1
O43524	FOXO3
Q99569	PKP4
Q86X40	LRRC28
Q8N3J6	CADM2
Q96RN5	MED15
Q8N3J3	C17orf53
Q9NYH9	UTP6
Q96RN1	SLC26A8
Q96G42	KLHDC7B
P22059	OSBP
Q8N3J9	ZNF664
A0AVI4	TMEM129
Q96HF1	SFRP2
Q9UG63	ABCF2
Q9BZC7	ABCA2
Q9UPR0	PLCL2
P33763	S100A5
Q5TCH4	CYP4A22
Q9Y5F0	PCDHB13
P33764	S100A3
Q8IXH8	CDH26
Q9Y5F3	PCDHB1
Q8IXH6	TP53INP2
Q8IXH7	NELFCD
Q9Y5F8	PCDHGB7
Q9Y5F9	PCDHGB6
Q53GD3	SLC44A4
Q16671	AMHR2
Q9NX40	OCIAD1
Q8IUH8	SPPL2C
P38935	IGHMBP2
Q9NX47	MARCH5
P38936	CDKN1A
O43526	KCNQ2
P23284	PPIB
Q8IUH5	ZDHHC17
Q8IUH4	ZDHHC13
P07305	H1F0
P07306	ASGR1
P07307	ASGR2
P10966	CD8B
Q4U2R6	MRPL51
B3EWF7	EPM2A
Q3MJ62	ZSCAN23
Q8TBQ9	TMEM167A
Q06418	TYRO3
Q9BX46	RBM24
Q86WK7	AMIGO3
Q14865	ARID5B
Q86WK9	PAQR7
P60827	C1QTNF8
Q8NI08	NCOA7
Q06413	MEF2C
Q9NVL1	FAM86C1
Q8NA57	C12orf50
P10632	CYP2C8
Q6P996	PDXDC1
Q9HC98	NEK6
Q9H0C5	BTBD1
P16499	PDE6A
Q9HD67	MYO10
Q9HD64	XAGE1A
Q9NZF1	PLAC8
P40818	USP8
Q14CN4	KRT72
O14718	RRH
O95760	IL33
P0CI25	TRIM49
P0CI26	TRIM49C
Q14CN2	CLCA4
O14713	ITGB1BP1
Q12873	CHD3
Q8N108	MIER1
O14715	RGPD8
Q96F81	DISP1
P50458	LHX2
Q96F85	CNRIP1
Q96F86	EDC3
P50454	SERPINH1
Q96A37	RNF166
A6NFQ2	TCAF2
Q9UJY5	GGA1
Q96A32	MYLPF
Q96L21	RPL10L
P50452	SERPINB8
P50453	SERPINB9
Q9NR64	KLHL1
Q4G0P3	HYDIN
Q9NR63	CYP26B1
Q9NR61	DLL4
P69849	NOMO3
Q9UHW9	SLC12A6
Q3B7T1	EDRF1
O75493	CA11
Q8N103	TAGAP
Q9NUL7	DDX28
Q9NUL5	RYDEN
Q86UN3	RTN4RL2
Q9NUL3	STAU2
Q8IWV1	LAX1
Q5T4W7	ARTN
P01189	POMC
Q9P2S5	WRAP73
Q9P2S2	NRXN2
Q6ZRQ5	MMS22L
Q9ULC8	ZDHHC8
Q9C091	GREB1L
Q6MZT1	RGS7BP
Q504Y3	ZCWPW2
Q96EN9	C19orf60
Q9ULC0	EMCN
P34931	HSPA1L
Q96C57	C12orf43
Q9ULC4	MCTS1
Q96C55	ZNF524
P51149	RAB7A
Q6Q0C1	SLC25A47
Q9Y2S6	TMA7
Q9Y2S7	POLDIP2
Q9Y2S0	POLR1D
Q9H1X1	RSPH9
Q9Y2S2	CRYL1
Q9NUP9	LIN7C
A4GXA9	EME2
A6NDS4	TBC1D3B
A5X5Y0	HTR3E
P86479	PRR20C
Q2KHT3	CLEC16A
O60841	EIF5B
O60840	CACNA1F
P30050	RPL12
P11940	PABPC1
Q8N7R7	CCNYL1
Q9UMY1	NOL7
Q9P0I2	EMC3
Q05066	SRY
P55795	HNRNPH2
Q96EG1	ARSG
Q8WUM9	SLC20A1
Q86W42	THOC6
Q49AM3	TTC31
Q86V25	VASH2
Q96NZ1	FOXN4
Q9NUP1	BLOC1S4
P13611	VCAN
Q96NM4	TOX2
Q9Y468	L3MBTL1
Q9Y3M9	ZNF337
Q9Y3M8	STARD13
Q9UHX1	PUF60
Q9Y3M2	CBY1
Q9Y463	DYRK1B
Q5VWP2	FAM46C
Q9NVZ3	NECAP2
Q9Y467	SALL2
Q9Y466	NR2E1
Q9NS64	RPRM
Q5TA89	HES5
P34897	SHMT2
Q96BQ5	CCDC127
Q9Y3P9	RABGAP1
P34932	HSPA4
P55198	MLLT6
Q9BUE0	MED18
P20160	AZU1
P57796	CABP4
Q15018	FAM175B
Q15019	SEPT2
Q8N2I9	STK40
Q12884	FAP
Q8N2I2	ZNF619
Q96S53	TESK2
Q15012	LAPTM4A
Q15013	MAD2L1BP
O00555	CACNA1A
Q7L0Y3	TRMT10C
Q96S55	WRNIP1
Q9BTV4	TMEM43
P45974	USP5
Q9BTV6	DPH7
Q9BTV7	CABLES2
O15144	ARPC2
O15145	ARPC3
P45973	CBX5
Q9NS75	CYSLTR2
P09683	SCT
P09681	GIP
P43251	BTD
Q8NGK9	OR5D16
A8K8P3	SFI1
Q8NGK1	OR51G1
Q8NGK0	OR51G2
Q8NGK3	OR52K2
Q8NGK2	OR52B4
Q8NGK5	OR52M1
Q8NGK4	OR52K1
Q86VS3	IQCH
Q8NGK6	OR52I1
Q8N371	KDM8
Q96R30	OR2V2
Q8TF62	ATP8B4
P47881	OR3A1
Q9Y5L3	ENTPD2
Q7Z3E5	ARMC9
Q76FK4	NOL8
Q9NUC0	SERTAD4
Q15393	SF3B3
Q8IY42	C4orf19
Q6ZW31	SYDE1
Q8IY47	KBTBD2
Q92949	FOXJ1
Q86U42	PABPN1
Q9H2S6	TNMD
Q92945	KHSRP
Q9H898	ZMAT4
P78527	PRKDC
Q92766	RREB1
Q9H2S1	KCNN2
Q7Z3E1	TIPARP
Q9H9A6	LRRC40
Q8N4H0	SPATA6L
P49019	HCAR3
P30511	HLA-F
Q9H9A7	RMI1
Q9NW68	BSDC1
Q99797	MIPEP
Q99972	MYOC
Q5JR59	MTUS2
Q02413	DSG1
Q9P104	DOK5
Q9P107	GMIP
Q9H9A5	CNOT10
Q96AK3	APOBEC3D
Q8N4S9	MARVELD2
Q01469	FABP5
Q9P109	GCNT4
Q8WWV6	FCAMR
Q8N4S0	CCDC82
Q12948	FOXC1
Q6UWV2	MPZL3
O75023	LILRB5
Q6UWV6	ENPP7
Q6PCE3	PGM2L1
P10398	ARAF
Q96JI7	SPG11
Q8N6G6	ADAMTSL1
P04141	CSF2
Q6UXX5	ITIH6
Q4KMG0	CDON
Q9H098	FAM107B
Q7Z6E9	RBBP6
P30519	HMOX2
Q9H093	NUAK2
Q4KMG9	TMEM52B
Q9Y6W3	CAPN7
Q8NCD3	HJURP
Q9UKY7	CDV3
Q9H094	NBPF3
Q6NUR6	RNF216P1
Q8N594	MPND
Q15904	ATP6AP1
P02814	SMR3B
P02812	PRB2
O43174	CYP26A1
Q7Z4H9	FAM220A
Q9Y3E7	CHMP3
P27352	GIF
Q3ZLR7	SUPT20HL1
P63000	RAC1
Q96LW7	CARD19
Q8N6U8	GPR161
P62508	ESRRG
Q96LW2	SGK494
Q96LW1	ZNF354B
Q8N6U2	LINC00612
Q8WW34	TMEM239
Q96LW9	ZSCAN31
Q8IWZ3	ANKHD1
Q5VT97	SYDE2
Q14050	COL9A3
Q8NAB2	KBTBD3
Q14055	COL9A2
Q5K651	SAMD9
Q6ZWL3	CYP4V2
Q9NS73	MBIP
P35408	PTGER4
Q8WY91	THAP4
Q8TAZ6	CMTM2
O75334	PPFIA2
Q7RTS3	PTF1A
Q86Z14	KLB
Q9HCU0	CD248
Q8NBB4	ZSCAN1
Q4G0W2	DUSP28
O14960	LECT2
O14965	AURKA
O14964	HGS
O14967	CLGN
O14966	RAB29
O43396	TXNL1
P51606	RENBP
A6NF89	OR6C6
O43395	PRPF3
O43390	HNRNPR
Q9H8M5	CNNM2
Q9GZW8	MS4A7
Q2TAA2	IAH1
Q2TAA5	ALG11
P04554	PRM2
Q2TAA8	TSNAXIP1
P63215	GNG3
P09871	C1S
Q9GZW5	SCAND2P
P11388	TOP2A
O75015	FCGR3B
Q7Z7A4	PXK
O75019	LILRA1
Q5J8X5	MS4A13
Q6UWQ5	LYZL1
Q96FN4	CPNE2
Q9HCU9	BRMS1
Q6UX40	TMEM107
Q86V24	ADIPOR2
Q8IWU9	TPH2
Q8IWU6	SULF1
Q8IWU4	SLC30A8
O60271	SPAG9
Q8IWU2	LMTK2
Q70YC4	ZNF365
Q70YC5	ZNF365
P26006	ITGA3
A6NIH7	UNC119B
Q3SYA9	POM121L1P
Q96PQ7	KLHL5
Q96PQ6	ZNF317
Q6PIU1	KCNV1
Q9Y5F6	PCDHGC5
Q6PIU2	NCEH1
Q8WXX5	DNAJC9
Q9Y5F7	PCDHGC4
Q8WXX0	DNAH7
Q8NEG5	ZSWIM2
Q15654	TRIP6
Q15652	JMJD1C
Q15653	NFKBIB
Q15650	TRIP4
Q15651	HMGN3
O95498	VNN2
Q13433	SLC39A6
Q7Z2Y8	GVINP1
Q13438	OS9
Q96GX5	MASTL
P23634	ATP2B4
O95497	VNN1
A0PJX4	SHISA3
Q6DD87	ZNF787
P63272	SUPT4H1
B6SEH8	ERVV-1
Q6DD88	ATL3
P11117	ACP2
Q9BUY7	EFCAB11
Q9HB15	KCNK12
Q92879	CELF1
Q9H2C5	OR52A5
A0PJX0	CIB4
Q13557	CAMK2D
Q969G2	LHX4
Q13555	CAMK2G
O95727	CRTAM
Q8NBI6	XXYLT1
O95721	SNAP29
Q92692	NECTIN2
Q96GD4	AURKB
P01892	HLA-A
P01893	HLA-H
Q96GD3	SCMH1
P01891	HLA-A
O75879	GATB
Q8NHQ8	RASSF8
Q8NHQ9	DDX55
Q8NGV0	OR2Y1
Q8IV38	ANKMY2
Q9H9Q4	NHEJ1
P36980	CFHR2
P83110	HTRA3
Q8NHQ1	CEP70
Q5T749	KPRP
P50336	PPOX
Q96MP8	KCTD7
Q9UMY4	SNX12
Q9NWY4	HPF1
Q9NY87	SPANXC
Q9NX46	ADPRHL2
Q9NY84	VNN3
Q8WUX1	SLC38A5
Q3SY69	ALDH1L2
P37059	HSD17B2
P37058	HSD17B3
Q9UQB3	CTNND2
P50151	GNG10
P50150	GNG4
Q6UXP7	FAM151B
Q9UQB8	BAIAP2
Q9HB19	PLEKHA2
Q9NX45	SOHLH2
Q8IUH3	RBM45
Q96BJ8	ELMO3
Q6ZS27	ZNF662
Q13885	TUBB2A
Q13884	SNTB1
Q13887	KLF5
P33241	LSP1
Q13889	GTF2H3
Q13888	GTF2H2
Q06889	EGR3
Q9NQ87	HEYL
Q9NQ86	TRIM36
Q9NQ84	GPRC5C
P51798	CLCN7
P29279	CTGF
Q13868	EXOSC2
P0C671	C6orf222
P48643	CCT5
P51790	CLCN3
P48645	NMU
Q9NQ89	C12orf4
Q9NQ88	TIGAR
Q9NV79	PCMTD2
Q96JC1	VPS39
Q9BYH8	NFKBIZ
Q9NV70	EXOC1
Q9NV72	ZNF701
Q8IX30	SCUBE3
Q9UQ72	PSG11
Q6UWX4	HHIPL2
Q01813	PFKP
Q5VYY2	LIPM
Q13404	UBE2V1
P18428	LBP
A7MD48	SRRM4
Q86UF4	CCDC190
Q5VUJ6	LRCH2
Q86UF1	TSPAN33
O14777	NDC80
Q17RD7	SYT16
Q9H0Z9	RBM38
Q6ZTN6	ANKRD13D
Q5TCS8	AK9
Q5T0T0	MARCH8
Q12933	TRAF2
Q12931	TRAP1
Q9Y678	COPG1
Q9NQS3	NECTIN3
Q12934	BFSP1
Q5TEC3	ZNF697
Q15057	ACAP2
Q9Y675	SNURF
Q9Y676	MRPS18B
Q13402	MYO7A
P08574	CYC1
Q9Y672	ALG6
Q9Y673	ALG5
Q68DN1	C2orf16
Q9UBB6	NCDN
Q9UBB5	MBD2
P08575	PTPRC
A8K7I4	CLCA1
Q8TDI0	CHD5
Q6IF82	OR4A47
Q9Y4C2	TCAF1
Q9C010	PKIB
P02750	LRG1
Q9UBB9	TFIP11
Q9BQA9	C17orf62
P62879	GNB2
Q9UIG8	SLCO3A1
Q9H8L6	MMRN2
Q9Y5F1	PCDHB12
P62873	GNB1
Q8IYA7	MKX
P62877	RBX1
Q96CX3	ZNF501
Q9UIG4	PSORS1C2
Q86WT1	TTC30A
Q86WT6	TRIM69
Q969L2	MAL2
Q9P1Q5	OR1A1
Q969L4	LSM10
Q9Y5F2	PCDHB11
P29508	SERPINB3
O60476	MAN1A2
O60477	BRINP1
Q9Y6Z7	COLEC10
O60479	DLX3
Q9Y6Z4	KIF25-AS1
Q96JT2	SLC45A3
Q14973	SLC10A1
Q5JRV8	TMEM255A
P78357	CNTNAP1
Q5R372	RABGAP1L
Q9UKY4	POMT2
Q14527	HLTF
P78356	PIP4K2B
Q86TH1	ADAMTSL2
P0C853	BAALC-AS2
P46439	GSTM5
P11168	SLC2A2
Q14974	KPNB1
P09093	CELA3A
Q9BRR6	ADPGK
Q00536	CDK16
Q8NFV5	SPDYE1
P14406	COX7A2
Q8WYK0	ACOT12
Q5VV41	ARHGEF16
Q8WYK2	JDP2
P78352	DLG4
Q3LI76	KRTAP15-1
Q3LI77	KRTAP13-4
P27986	PIK3R1
P27987	ITPKB
Q3LI72	KRTAP19-5
Q3LI73	KRTAP19-4
Q3LI70	KRTAP19-6
P27635	RPL10
P28223	HTR2A
Q07820	MCL1
Q9NRS4	TMPRSS4
Q9NRS6	SNX15
P28360	MSX1
Q56NI9	ESCO2
Q9P2H5	USP35
Q9P2H3	IFT80
Q9P2H0	CEP126
A5YM69	ARHGEF35
P10266	ERVK-10
O75223	GGCT
A5D8V7	CCDC151
P43629	KIR3DL1
P43628	KIR2DL3
P43627	KIR2DL2
P43626	KIR2DL1
P49281	SLC11A2
P49286	MTNR1B
Q6ZMY9	ZNF517
Q6ZMY3	SPOCD1
Q12846	STX4
Q9NTM9	CUTC
Q6ZMY6	WDR88
Q5JSL3	DOCK11
Q8IZR5	CMTM4
Q5MAI5	CDKL4
Q2NKX8	ERCC6L
Q49A26	GLYR1
P05408	SCG5
Q9UKU7	ACAD8
P01242	GH2
P01241	GH1
Q6PHR2	ULK3
P06213	INSR
Q8N0Z6	TTC5
Q8N0Z9	VSIG10
Q8N0Z8	PUSL1
Q96SE0	ABHD1
Q8N743	KIR3DL3
P10636	MAPT
Q9UKU9	ANGPTL2
O43739	CYTH3
Q8WU08	STK32A
Q96S65	CSRNP1
Q8N1L9	BATF2
Q6P995	FAM171B
Q00532	CDKL1
Q8N398	VWA5B2
Q17R98	ZNF827
Q9BT49	THAP7
Q8NEV8	EXPH5
Q8NEV9	IL27
P23526	AHCY
Q6NSX1	CCDC70
Q8NEV1	CSNK2A3
Q8WWB3	DYDC1
P05549	TFAP2A
Q8N126	CADM3
O75592	MYCBP2
Q9UL63	MKLN1
Q8N122	RPTOR
P32322	PYCR1
P32320	CDA
P32321	DCTD
Q8N128	FAM177A1
Q8N129	CNPY4
P05546	SERPIND1
Q8N392	ARHGAP18
P26583	HMGB2
Q15375	EPHA7
Q7L8C5	SYT13
Q8N423	LILRB2
P49640	EVX1
P0CG29	GSTT2
P51677	CCR3
Q96T75	DSCR8
P0CG20	PRR35
P0CG21	NHLRC4
P40939	HADHA
Q08289	CACNB2
A1L4H1	SSC5D
O95551	TDP2
Q96GE9	TMEM261
Q96PC5	MIA2
Q9UL68	MYT1L
Q86X29	LSR
Q99584	S100A13
Q96GE4	CEP95
Q8IV20	LACC1
Q99581	FEV
Q969T3	SNX21
Q8WZA9	IRGQ
Q86WS4	C12orf40
Q96RL7	VPS13A
Q9NYN1	RASL12
A6NJ78	METTL15
Q6IEZ7	OR2T5
O95199	RCBTB2
P60900	PSMA6
Q9HC96	CAPN10
Q96HH9	GRAMD3
Q96HH6	TMEM19
P86496	PRR20A
Q96HH4	TMEM169
Q9HC97	GPR35
P60468	SEC61B
P82663	MRPS25
Q9HDC5	JPH1
Q8IXJ9	ASXL1
P11586	MTHFD1
Q9Y5H8	PCDHA3
Q9Y5H9	PCDHA2
Q9Y5H6	PCDHA8
Q9Y5H7	PCDHA5
Q9Y5H4	PCDHGA1
Q9Y5H5	PCDHA9
Q8NDH3	NPEPL1
Q9Y5H3	PCDHGA10
Q8IXJ6	SIRT2
Q9Y5H1	PCDHGA2
P21918	DRD5
P38919	EIF4A3
Q9NX65	ZSCAN32
P21912	SDHB
Q9NX61	TMEM161A
Q9NX62	IMPAD1
Q9NX63	CHCHD3
Q16352	INA
P62318	SNRPD3
P62316	SNRPD2
P62314	SNRPD1
P15289	ARSA
P62312	LSM6
P62310	LSM3
Q9H1E1	RNASE7
Q9UQ53	MGAT4B
O95711	LY86
Q6UWI2	PARM1
Q9NPB3	CABP2
Q6UWI4	SHISA2
P56880	CLDN20
Q6AZZ1	TRIM68
P27816	MAP4
Q9BRF8	CPPED1
Q9HD47	RANGRF
Q14831	GRM7
Q14849	STARD3
Q9HD42	CHMP1A
Q9HD43	PTPRH
Q86WI3	NLRC5
Q9H6I2	SOX17
Q8ND30	PPFIBP2
Q01995	TAGLN
Q9NZD8	SPG21
Q9Y5Y5	PEX16
O14737	PDCD5
O14730	RIOK3
O43541	SMAD6
O14733	MAP2K7
Q9NSP4	CENPM
Q6HA08	ASTL
P62081	RPS7
