Chemical	Term	GOID	Bonferroni
C3064708	apoptotic process	GO:0006915	1.8863871575902635e-09
C3064708	protein phosphorylation	GO:0006468	5.585309947875317e-08
C3064708	negative regulation of apoptotic process	GO:0043066	1.3123457232033783e-07
C3064708	ubiquitin-dependent protein catabolic process	GO:0006511	1.462074898928023e-07
C3064708	response to hypoxia	GO:0001666	1.5275317677421185e-07
C3064708	rhythmic process	GO:0048511	2.2029810720081144e-07
C3064708	response to drug	GO:0042493	2.5399695180450266e-07
C3064708	transcription from RNA polymerase II promoter	GO:0006366	3.1825924884376633e-07
C3064708	regulation of transcription, DNA-templated	GO:0006355	3.430443956675689e-07
C3064708	negative regulation of cell proliferation	GO:0008285	1.347483972957697e-06
C3064708	cellular response to DNA damage stimulus	GO:0006974	1.6514828381497537e-06
C3064708	cellular response to UV	GO:0034644	2.480710579799705e-05
C3064708	positive regulation by host of viral transcription	GO:0043923	2.516065846369653e-05
C3064708	protein ubiquitination	GO:0016567	2.963278159739957e-05
C3064708	chromatin remodeling	GO:0006338	3.3988283945629576e-05
C3064708	peptidyl-serine phosphorylation	GO:0018105	3.3988283945629576e-05
C3064708	regulation of apoptotic process	GO:0042981	4.17765892927191e-05
C3064708	response to xenobiotic stimulus	GO:0009410	4.549708924395102e-05
C3064708	transforming growth factor beta receptor signaling pathway	GO:0007179	5.618170614607454e-05
C3064708	cellular response to insulin stimulus	GO:0032869	0.0001023160172434201
C3064708	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	0.00010503412660456403
C3064708	G1/S transition of mitotic cell cycle	GO:0000082	0.0001233383182330794
C3064708	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	0.00014386227206708566
C3064708	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.0002029970704646722
C3064708	transcription, DNA-templated	GO:0006351	0.00021225039324423991
C3064708	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	GO:0032436	0.00023182090490547758
C3064708	MAPK cascade	GO:0000165	0.00035708209899554255
C3064708	cellular senescence	GO:0090398	0.0004197112209917142
C3064708	negative regulation of gene expression	GO:0010629	0.0006741584648429777
C3064708	cellular response to hypoxia	GO:0071456	0.0008360285013676582
C3064708	positive regulation of cell differentiation	GO:0045597	0.0008778115105394503
C3064708	regulation of cellular response to heat	GO:1900034	0.0011973681503745224
C3064708	macromolecular complex assembly	GO:0065003	0.001330170928774077
C3064708	protein stabilization	GO:0050821	0.0021796263875925037
C3064708	cellular response to cadmium ion	GO:0071276	0.002775089475166137
C3064708	neuron apoptotic process	GO:0051402	0.003010921061300964
C3064708	positive regulation of protein import into nucleus	GO:0042307	0.0035360035190085135
C3064708	positive regulation of protein binding	GO:0032092	0.0037945302259964064
C3064708	cellular response to estrogen stimulus	GO:0071391	0.005123836248703495
C3064708	negative regulation of cell growth	GO:0030308	0.005223689502690586
C3064708	SMAD protein complex assembly	GO:0007183	0.006680902575807668
C3064708	protein destabilization	GO:0031648	0.009197034038757268
CNOCAS47342	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	3.948449754268431e-18
CNOCAS47342	rhythmic process	GO:0048511	5.512717448911905e-16
CNOCAS47342	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	1.4940715331590582e-11
CNOCAS47342	positive regulation of gene expression	GO:0010628	5.908373790219912e-11
CNOCAS47342	response to drug	GO:0042493	1.6978085604080206e-10
CNOCAS47342	protein phosphorylation	GO:0006468	2.3882507083072824e-10
CNOCAS47342	peptidyl-serine phosphorylation	GO:0018105	3.262056180730611e-10
CNOCAS47342	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	3.041567442352289e-09
CNOCAS47342	negative regulation of apoptotic process	GO:0043066	6.120486673033554e-09
CNOCAS47342	regulation of circadian rhythm	GO:0042752	9.272524859049724e-09
CNOCAS47342	positive regulation of transcription, DNA-templated	GO:0045893	4.452604718263586e-08
CNOCAS47342	response to xenobiotic stimulus	GO:0009410	3.104770000206258e-06
CNOCAS47342	cellular response to UV	GO:0034644	3.4833981725768126e-06
CNOCAS47342	positive regulation of protein phosphorylation	GO:0001934	7.621095171383985e-06
CNOCAS47342	SMAD protein signal transduction	GO:0060395	7.704161064103765e-06
CNOCAS47342	regulation of cell cycle	GO:0051726	1.165140350523064e-05
CNOCAS47342	transforming growth factor beta receptor signaling pathway	GO:0007179	1.4484967101435764e-05
CNOCAS47342	peptidyl-threonine phosphorylation	GO:0018107	1.5779009064575963e-05
CNOCAS47342	regulation of cellular response to heat	GO:1900034	3.48661106244208e-05
CNOCAS47342	transcription from RNA polymerase II promoter	GO:0006366	3.683082578542773e-05
CNOCAS47342	positive regulation of cell proliferation	GO:0008284	3.9867757702594104e-05
CNOCAS47342	cellular senescence	GO:0090398	5.2273016772241825e-05
CNOCAS47342	adenylate cyclase-activating adrenergic receptor signaling pathway	GO:0071880	9.810592842962597e-05
CNOCAS47342	intracellular signal transduction	GO:0035556	0.00011210303316633308
CNOCAS47342	cellular response to reactive oxygen species	GO:0034614	0.00015983674908670586
CNOCAS47342	cellular response to DNA damage stimulus	GO:0006974	0.00016100648130901174
CNOCAS47342	ubiquitin-dependent protein catabolic process	GO:0006511	0.0001740362238826787
CNOCAS47342	cellular response to cadmium ion	GO:0071276	0.00025666990821582303
CNOCAS47342	protein ubiquitination	GO:0016567	0.0003823188423119906
CNOCAS47342	cellular response to hydrogen peroxide	GO:0070301	0.00048285795924363223
CNOCAS47342	negative regulation of protein binding	GO:0032091	0.0005810117882099064
CNOCAS47342	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.0009238626625516223
CNOCAS47342	protein destabilization	GO:0031648	0.0011030938463747477
CNOCAS47342	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	0.0014544303117089985
CNOCAS47342	cellular response to hypoxia	GO:0071456	0.003726285106861793
CNOCAS47342	G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	GO:0007187	0.004203776363414957
CNOCAS47342	apoptotic process	GO:0006915	0.004581758351263954
CNOCAS47342	cellular response to drug	GO:0035690	0.005029423498295493
CNOCAS47342	negative regulation of cell proliferation	GO:0008285	0.0059098945642714895
CNOCAS47342	positive regulation of protein import into nucleus	GO:0042307	0.00977373952232552
C80057	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	7.029169348900059e-23
C80057	protein phosphorylation	GO:0006468	9.936981142948108e-18
C80057	positive regulation of transcription, DNA-templated	GO:0045893	1.8505891098197903e-16
C80057	regulation of cell cycle	GO:0051726	7.120970479945754e-12
C80057	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	8.307798893270046e-12
C80057	negative regulation of apoptotic process	GO:0043066	9.49462730659434e-12
C80057	insulin receptor signaling pathway	GO:0008286	3.4560443396003393e-10
C80057	intracellular signal transduction	GO:0035556	3.7931036089844383e-10
C80057	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	8.540417262281608e-10
C80057	negative regulation of transcription, DNA-templated	GO:0045892	9.031764225397865e-10
C80057	rhythmic process	GO:0048511	5.243621425954358e-08
C80057	positive regulation of gene expression	GO:0010628	5.414429760097761e-08
C80057	protein autophosphorylation	GO:0046777	1.0720810372788492e-07
C80057	negative regulation of canonical Wnt signaling pathway	GO:0090090	1.1049371917426498e-07
C80057	negative regulation of cell proliferation	GO:0008285	4.452896137374651e-07
C80057	insulin-like growth factor receptor signaling pathway	GO:0048009	5.794593104235801e-07
C80057	canonical Wnt signaling pathway	GO:0060070	6.045149049116461e-07
C80057	positive regulation of cell migration	GO:0030335	9.77012101555097e-07
C80057	positive regulation of cell proliferation	GO:0008284	1.0275858953745498e-06
C80057	regulation of transcription from RNA polymerase II promoter	GO:0006357	1.0768950036155191e-06
C80057	peptidyl-tyrosine phosphorylation	GO:0018108	1.605137617710639e-06
C80057	response to drug	GO:0042493	3.7854741605780617e-06
C80057	positive regulation of protein phosphorylation	GO:0001934	8.855245787087186e-06
C80057	positive regulation of protein import into nucleus	GO:0042307	1.1185006505987083e-05
C80057	apoptotic process	GO:0006915	3.075649200101616e-05
C80057	aging	GO:0007568	4.206966378850208e-05
C80057	Wnt signaling pathway	GO:0016055	4.675021138011992e-05
C80057	negative regulation of neuron apoptotic process	GO:0043524	6.840706194799484e-05
C80057	MAPK cascade	GO:0000165	0.00013156544747994214
C80057	transmembrane receptor protein tyrosine kinase signaling pathway	GO:0007169	0.0001833031799470808
C80057	wound healing	GO:0042060	0.0003398354144410476
C80057	transcription from RNA polymerase II promoter	GO:0006366	0.0004137702421842526
C80057	regulation of transcription, DNA-templated	GO:0006355	0.0004450002315022905
C80057	neuron apoptotic process	GO:0051402	0.0005906196616920488
C80057	thymus development	GO:0048538	0.0007490007282330291
C80057	positive regulation of apoptotic process	GO:0043065	0.0012072207566532491
C80057	protein destabilization	GO:0031648	0.001218948589102542
C80057	protein stabilization	GO:0050821	0.0014177155665867636
C80057	BMP signaling pathway	GO:0030509	0.0017737573506647621
C80057	positive regulation of ERK1 and ERK2 cascade	GO:0070374	0.002042562926247937
C80057	cellular response to growth factor stimulus	GO:0071363	0.0026078568077365642
C80057	actin cytoskeleton reorganization	GO:0031532	0.0031824703849707703
C80057	transforming growth factor beta receptor signaling pathway	GO:0007179	0.0045089710173996655
C80057	negative regulation of gene expression	GO:0010629	0.005269601228609866
C80057	negative regulation of protein complex assembly	GO:0031333	0.00653397906859432
C80057	peptidyl-threonine phosphorylation	GO:0018107	0.007810466614594058
C80057	negative regulation of insulin receptor signaling pathway	GO:0046627	0.008417797954518247
C80057	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	0.009173407383320729
C80057	positive regulation of MAPK cascade	GO:0043410	0.009632518361152751
C80057	cellular response to hydrogen peroxide	GO:0070301	0.009949355214854294
C686756876	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	3.2862233789516766e-25
C686756876	negative regulation of apoptotic process	GO:0043066	5.340830899750671e-19
C686756876	positive regulation of transcription, DNA-templated	GO:0045893	3.2449492524312917e-16
C686756876	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	2.3459394562251816e-15
C686756876	protein phosphorylation	GO:0006468	4.729875698131896e-15
C686756876	positive regulation of gene expression	GO:0010628	2.078337502098293e-12
C686756876	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	1.1546319456101626e-11
C686756876	transcription from RNA polymerase II promoter	GO:0006366	8.23021650830924e-10
C686756876	JAK-STAT cascade involved in growth hormone signaling pathway	GO:0060397	1.0699743202557954e-08
C686756876	response to drug	GO:0042493	1.3454002245616437e-08
C686756876	negative regulation of cell proliferation	GO:0008285	1.7012645847636065e-07
C686756876	JAK-STAT cascade	GO:0007259	1.7338067259675682e-07
C686756876	insulin-like growth factor receptor signaling pathway	GO:0048009	3.829202177563218e-07
C686756876	negative regulation of transcription, DNA-templated	GO:0045892	1.1518749450933896e-06
C686756876	cellular senescence	GO:0090398	1.1831536571582646e-06
C686756876	regulation of cell cycle	GO:0051726	6.487066334104341e-06
C686756876	positive regulation of protein import into nucleus	GO:0042307	7.419536917852022e-06
C686756876	intracellular signal transduction	GO:0035556	8.108394689787524e-06
C686756876	peptidyl-serine phosphorylation	GO:0018105	1.1186100430049526e-05
C686756876	rhythmic process	GO:0048511	2.154465121528837e-05
C686756876	aging	GO:0007568	2.2989333578249397e-05
C686756876	protein destabilization	GO:0031648	2.957193399277802e-05
C686756876	signal transduction	GO:0007165	3.91901842843323e-05
C686756876	cellular response to UV	GO:0034644	7.305200034435355e-05
C686756876	regulation of transcription from RNA polymerase II promoter	GO:0006357	7.374981308061468e-05
C686756876	apoptotic process	GO:0006915	7.838577546348535e-05
C686756876	protein stabilization	GO:0050821	7.989154141707644e-05
C686756876	positive regulation of cell differentiation	GO:0045597	9.257710913201932e-05
